,Nit No.,Title,Last Date,Published On
1392,3844,Ultra High-Performance Liquid Chromatograph - Quadrupole Time of Flight - High Resolution Mass Spectrometer (UHPLC- QTOF -HRMS),05-05-2022,07-04-2022
1393,10,S/I/T/C of new water cooler for New Nalanda apartment for cold water at IIT Delhi.,04-05-2022,29-04-2022
1394,3846,Electrochemical Workstation (Multi-Channel Potentiostat Galvanostat) with Impedance,02-05-2022,11-04-2022
1395,71,S/I/T/C of 630 Amp FN Switch at IDD Centre in Academic area at IIT Delhi.,02-05-2022,26-04-2022
1396,3851,- Maintenance of horticulture work for One Year at IIT Delhi Campus.,28-04-2022,19-04-2022
1397,3842,High Accuracy and Stable electromagnet with low resistance coil,26-04-2022,05-04-2022
1398,3843,Appointment of an Architect / Consultant for obtaining Approval from local bodies for / Regularization of Various Buildings Constructed at IIT Delhi without Municipal Sanction,27-04-2022,06-04-2022
1399,3852,"Providing and fixing of PVC flooring for the lift car at Hostels, Apartment and Vishwakarma Bhawan at IIT Delhi",27-04-2022,20-04-2022
1400,3853,Supplying and Laying cable and E.I. work at Plasma Pyrolysis Plant Building in Academic area at IIT Delhi.,27-04-2022,20-04-2022
1401,3838,"Display XDR, Stand and Workstation",20-04-2022,30-03-2022
1402,3837,Spectrofluorometer with multimode reader,19-04-2022,29-03-2022
1403,3847,Comprehensive Maintenance of Voltas make water cooled screw chillers and operation of HVAC system at Lecture Hall Complex at IIT Delhi.,19-04-2022,13-04-2022
1404,3835,Knitting Machine,18-04-2022,25-03-2022
1405,3836,Ultra sensitive voltage lock-in-amplifier,18-04-2022,28-03-2022
1406,3845,Construction of small temporary shed for housing compressor in Lab. of Textile deptt. TX-138 in Academic Area at IIT Delhi,18-04-2022,08-04-2022
1407,8656,Repairing and servicing of 3nos x 45.5 TR Capacity Air-cooled plant in chemistry Lab LHC Bldg. at IIT Delhi.,12-04-2022,08-04-2022
1408,3829,Waveguide manipulator launching system),11-04-2022,21-03-2022
1409,3830,Xeon 3 Server,12-04-2022,22-03-2022
1410,3834,Operation and Routine Maintenance of Electrical Equipments installed in various Sub-Stations at IIT Delhi,11-04-2022,25-03-2022
1411,3839,"Maintenance and operation of Electrical, Mechanical, Fire for Lecture Hall Complex at IIT Delhi.",07-04-2022,30-03-2022
1412,3840,"SITC of 4 x 4.0 TR Floor Mounted ACs in Server Room of SIT Bldg, IIT Delhi",07-04-2022,31-03-2022
1413,3841,"Servicing & repairing of cooling towers and chiller pipe line & condenser pipe line and other allied works main Building, SIT Building and Bharti Building at IIT Delhi.",07-04-2022,31-03-2022
1414,3823,High precision low load Fatigue testing machine for Biomaterial Characterization and High precision low load triaxial machine for biomaterial characterization,06-04-2022,09-03-2022
1415,3827,Waste Water Treatment System,06-04-2022,16-03-2022
1416,3825,Reflow Oven for SMD soldering,05-04-2022,15-03-2022
1417,3817,Single photon avalanche detectors at telecom wavelength,01-04-2022,04-03-2022
1418,3831,A/R and M/O Sanitation works during the year 2022-2023,04-04-2022,23-03-2022
1419,3833,"Providing and fixing of PVC flooring for the lift car at Hostels, Apartment and Vishwakarma Bhawan at IIT Delhi",31-03-2022,25-03-2022
1420,3832,OBD and Painting in Vaishali Houses in West Campus at IIT Delhi.,30-03-2022,24-03-2022
1421,3821,16 inch laptop with care+,29-03-2022,08-03-2022
1422,3832,"Internal Electrification and Installation of Room No. 554 alloted to Centre for atmospheric science lab on 3rd Floor ITEC Building, Sonipat Campus.",29-03-2022,24-03-2022
1423,8653,"A.R. & M.O. OF FIRE FIGHTING EQUIPMENTS AT IIT DELHI. Sub Head: - Operation, Running Maintenance and Testing of Fire Detection & Fire Fighting Equipments in different buildings at IIT Delhi. [ From 01.04.2022 to 31.05.2022]",29-03-2022,25-03-2022
1424,8653,"Corrigendum for 8653 _(A.R. & M.O. OF FIRE FIGHTING EQUIPMENTS AT IIT DELHI. Sub Head: - Operation, Running Maintenance and Testing of Fire Detection & Fire Fighting Equipments in different buildings at IIT Delhi. [ From 01.04.2022 to 31.05.2022]",29-03-2022,29-03-2022
1425,3819,SMD Pick and Place Machine for MSME prototyping facility,28-03-2022,07-03-2022
1426,3816,Plasma Treater,25-03-2022,03-03-2022
1427,3815,INVERTED FLUORESCENCE OPTICAL MICROSCOPE,24-03-2022,03-03-2022
1428,3824,Maintenance of horticulture work for One Year at IIT Delhi Campus.,24-03-2022,14-03-2022
1429,3828,Annual servicing and Maintenance of window and split type Air-Conditioners installed at various sites at IIT Delhi.,23-03-2022,17-03-2022
1430,3826,Servicing and Repairing of 3 x 350TR capacity cooling tower of LHC building at IIT Delhi,22-03-2022,16-03-2022
1431,69,PTZ Video Camera System,21-03-2022,15-03-2022
1432,70,Wire mesh aluminium window shutter work in staff quarter at ITEC Sonipat campus IIT Delhi.,21-03-2022,15-03-2022
1433,3799,NOTICE INVITING EXPRESSION OF INTEREST FROM INVESTMENT ADVISORY FIRMS,18-03-2022,17-02-2022
1434,3801,FAST PROTEIN LIQUID CHROMATOGRAPHY SYSTEM,18-03-2022,18-02-2022
1435,3797,Field Emission Scanning Electron Microscope (FE-SEM) with EDS,16-03-2022,16-02-2022
1436,3814,Replacement of existing LED bollards at Director lodge in East campus at IIT Delhi.,15-03-2022,02-03-2022
1437,3820,SITC of VRF / VRV AC Unit for Four Labs in IIT Delhi,15-03-2022,07-03-2022
1438,3822,A.R & M.O.E.I & fans in Academic area i/c street light arrangement at IIT Delhi. S.H:- Maintenance and Repairing of Electrical Installation i/c street lighting and operation of lift including rescue operation of lifts in Academic Area at IIT Delhi from 01/04/2022 to 30/04/2022.,15-03-2022,08-03-2022
1439,3794,- Cleaning and Dis-infecting of water tanks (P.V.C/ R.C.C/ Steel in different Capacity) in Boys Hostel area at IIT Delhi.,14-03-2022,15-02-2022
1440,3803,16 inch MacBook Pro M1 Max Chip,14-03-2022,21-02-2022
1441,3804,"Video Shooting, Editing and Animation of NRF Facility (Characterization and Fabrication)",14-03-2022,21-02-2022
1442,3810,Oil Bound Distempering and Painting in residences of West Campus at IIT Delhi.,14-03-2022,25-02-2022
1443,3813,Maintenance of Telephone Indoor and Outdoor Telephone Network at IIT Delhi.,14-03-2022,28-02-2022
1444,3818,"Providing manpower for electricity metering, billing allied work at IIT Delhi.",14-03-2022,07-03-2022
1445,3800,Accelerometers and accessories,11-03-2022,18-02-2022
1446,3807,Franka Emika Panda Robot Arm and Control,09-03-2022,23-02-2022
1447,3805,Franka Emika Panda Robot/Cobot,07-03-2022,21-02-2022
1448,3809,"Providing and laying supply source in different location security cabins at Faculty Guest House, Visitor Parking and replacement of faulty cable in different areas West Campus at IIT Delhi.",07-03-2022,25-02-2022
1449,3811,Supplying and laying of cable from substation to Guard room (main gate) at Sonipat Campus.,07-03-2022,28-02-2022
1450,3812,"Providing Electrical Installation for Renovation of Room No. 553 on 3rd Floor I-Tec Building, Sonipat Campus",07-03-2022,28-02-2022
1451,3802,Haptic Rendering Device with 6 DOF position sensing and 6 DOF force output,07-03-2022,21-02-2022
1452,3791,Freeze Dryer,03-03-2022,10-02-2022
1453,3798,SITC of Telephone Instrument and associated wiring for lift at different building at IIT Delhi.,03-03-2022,16-02-2022
1454,3790,Induction Heating Furnace,02-03-2022,09-02-2022
1455,3806,Providing and Laying for DG power supply in Himadri Hostel Feeder Pillar at IIT Delhi.,02-03-2022,23-02-2022
1456,3808,Construction of Cricket Pitch in Nalanda Ground at IIT Delhi,02-03-2022,24-02-2022
1457,68,"Providing Manpower for the post of Technical Superintendent(Plg), Electrical in IIT Delhi.",28-02-2022,24-02-2022
1458,3782,Time-Gated Raman Spectrometer System,25-02-2022,28-01-2022
1459,3788,Purchase of Air Sampling filter paper Tissue Quartz,25-02-2022,04-02-2022
1460,3789,Tunable narrowband Continuous Wave (CW) Laser for NIR wavelength,25-02-2022,04-02-2022
1461,3792,Purchase of Embedded System Development Systems and accessories,25-02-2022,11-02-2022
1462,3785,Reflective Spatial Light Modulator with software,24-02-2022,03-02-2022
1463,3786,Accessories and Fabrication of Mobile Air Pollution Lab,24-02-2022,03-02-2022
1464,3787,Hyperspectral Camera with Accessories,24-02-2022,03-02-2022
1465,3795,"Providing new furniture in Labs, offices and faculty rooms in Academic Area at IIT Delhi.",24-02-2022,15-02-2022
1466,3783,Half-circular calibration chamber setup,23-02-2022,02-02-2022
1467,3796,Minor addition alteration in E.I work beyond the scope of regular maintenance in Academic area at IIT Delhi.,22-02-2022,16-02-2022
1468,3793,Maintenance and Repairing of Electrical Installation i/c street lighting and operation of lift including rescue operation of lifts in Academic Area at IIT Delhi.,21-02-2022,16-02-2022
1469,61,Dismantling & re-installing of Down Comer system in Main Gest House at IIT Delhi.,21-02-2022,17-02-2022
1470,3778,Field Emission Scanning Electron Microscope (FESEM) System along with Spectroscopic Cathodoluminescence (CL),21-02-2022,24-01-2022
1471,3780,Helium Liquefier,22-02-2022,25-01-2022
1472,3775,GPU Server,17-02-2022,20-01-2022
1473,3781,Function Generator,17-02-2022,27-01-2022
1474,3767,Maskless Lithography System,15-02-2022,18-01-2022
1475,3779,Mass Spectrometer,14-02-2022,24-01-2022
1476,3760,Raman Spectroscopy and Photoluminescence instrument,10-02-2022,13-01-2022
1477,3762,Vacuum Assisted Resin Transfer Molding Machine,10-02-2022,13-01-2022
1478,3763,Weaving CAD system for developing designs of 3D fabrics,10-02-2022,13-01-2022
1479,3772,Storage Server,10-02-2022,20-01-2022
1480,3774,Computer Systems,10-02-2022,20-01-2022
1481,3770,Quad Ridge Horn Antenna,10-02-2022,20-01-2022
1482,3768,Instrumented Prototype AMAGB Lifing Test Rig,09-02-2022,19-01-2022
1483,3769,Antenna Spherical Mount,09-02-2022,19-01-2022
1484,3771,High speed imaging camera,09-02-2022,19-01-2022
1485,3784,Construction of  Cricket Pitch in Nalanda Ground at IIT Delhi,09-02-2022,03-02-2022
1486,3751,Optical Tracking And Navigation System,04-02-2022,07-01-2022
1487,3764,Expression of Interest (EOI) For Innovation cum Training Lab Set up with Supply of Adult Male HPS (Human Patient Simulator),04-02-2022,14-01-2022
1488,3766,"XY Motorized Stages wiith high precesion and its accesories along with controller and software""",08-02-2022,18-01-2022
1489,3777,Prober and Accessories,07-02-2022,24-01-2022
1490,3743,Multiparameter Sensors For Monitoring Water Quality,02-02-2022,05-01-2022
1491,3745,High intensity X-ray diffraction system for macromolecular crystallography,02-02-2022,05-01-2022
1492,3746,NANO-IMPRINT LITHOGRAPHY MACHINE WITH ACCESSORIES,02-02-2022,05-01-2022
1493,3756,Automated Refrigerated Grab Sampler,01-02-2022,11-01-2022
1494,3761,Enhancement of capacity of central High Performance Computing Cluster,31-01-2022,17-01-2022
1495,3765,Haptic Rendering Device with 6 DOF position sensing and 6 DOF force output,01-02-2022,18-01-2022
1496,3776,"Operation, Running Maintenance and Testing of Fire Detector & Fire Fighting Equipments in different buildings at IIT Delhi",31-01-2022,21-01-2022
1497,66,"Operation, Running Maintenance and Testing of Fire Detection & Fire Fighting Equipments in different buildings at IIT Delhi.",28-01-2022,25-01-2022
1498,66,"Ref. corrigendum for A.R. & M.O. OF FIRE FIGHTING EQUIPMENTS AT IIT DELHI. Sub Head:- Operation, Running Maintenance and Testing of Fire Detection & Fire Fighting Equipments in different buildings at IIT Delhi. [ From 01.02.2022 to 31.03.2022]",28-01-2022,27-01-2022
1499,3744,INVERTED FLUORESCENCE OPTICAL MICROSCOPE,27-01-2022,05-01-2022
1500,3747,Climate Chamber,27-01-2022,06-01-2022
1501,3748,Oil Bound Distempering and Painting in residences of West Campus at IIT Delhi.,27-01-2022,06-01-2022
1502,3741,Hydraulic Actuator/ Jack Assembly for High-Temperature Electrical Fire Furnace,25-01-2022,04-01-2022
1503,3742,Multiparameter Water Quality Monitoring Probe,25-01-2022,04-01-2022
1504,3758,Annual Maintenance Contract of clean room of NRF,25-01-2022,11-01-2022
1505,3755,Conventional CNC Lathe Machine,24-01-2022,10-01-2022
1506,3757,"Construction of temporary structure for central fabrication facility, cart lab and A/C maintenance unit Horticulture Nursery-II at IIT Delhi",24-01-2022,11-01-2022
1507,3737,Dynamic Mechanical Analyzer,21-01-2022,24-12-2021
1508,3738,Thermo Gravimetric Analyzer (TGA),21-01-2022,24-12-2021
1509,3750,ACTIVE THERMAL IMAGING SYSTEM WITH ACCESSORIES,21-01-2022,07-01-2022
1510,3749,MR compatible 64 Channel EEG system,21-01-2022,07-01-2022
1511,3752,Single-Crystal X-ray Diffractometer,21-01-2022,07-01-2022
1512,3753,3D High Precision Contact Profiler,21-01-2022,07-01-2022
1513,3754,HIGH RESOLUTION OPTICAL INTERFEROMETRIC PROFILOMETER,21-01-2022,07-01-2022
1514,3759,One Time Servicing by authorized L&T service centre of ACBs in main LT Panels installed in various Sub-Stations at IIT Delhi.,20-01-2022,12-01-2022
1515,3734,Accessories for laboratory work for Shock Tube Experiments,19-01-2022,22-12-2021
1516,3731,Low-noise Helium-3 cryostat for sub-kelvin temperature experiments,18-01-2022,21-12-2021
1517,3740,Force Platform,18-01-2022,28-12-2021
1518,65,Replacement of defective detectors & devices of Addressable Fire Alarm System (Notifier Make) of LHC at IIT Delhi.,18-01-2022,12-01-2022
1519,3726,Planetary Ball Nano-Miller,14-01-2022,17-12-2021
1520,3727,3D X-Ray Micro-Computed Tomography System,14-01-2022,17-12-2021
1521,3728,Dynamic Fatigue Testing Machine,14-01-2022,17-12-2021
1522,3735,Martindale pilling and abrasion Tester for fabrics,13-01-2022,23-12-2021
1523,64,Renovation of cctv room to convert in office space for works department at    ITEC  Sonipat campus IIT Delhi,13-01-2022,10-01-2022
1524,3725,Husky Robot Base Platform with integrated sensors,12-01-2022,15-12-2021
1525,3732,Purchase of Half-circular calibration chamber setup,11-01-2022,21-12-2021
1526,3733,Hollowed load cell and strain gauges,11-01-2022,21-12-2021
1527,3729,Supply and commissioning of a single hopper powder feeder with accessories,10-01-2022,20-12-2021
1528,63,Replacement of defective detectors & devices of Addressable Fire Alarm System (Notifier Make) of LHC at IIT Delhi.,07-01-2022,05-01-2022
1529,3736,Construction of Temporary structure (single storey) in Chemical Engineering Department in academic area at IIT Delhi..,06-01-2022,23-12-2021
1530,3724,Drone for aerial mapping and accessories,03-01-2022,13-12-2021
1531,3739,"Providing earthing arrangement for various equipments in Nilgiri, Chemical, Girnar and Synergy Sub-Stations at IIT Delhi.",03-01-2022,24-12-2021
1532,62,Resistive Load Banks,31-12-2021,24-12-2021
1533,3721,Low temperature cryostat with variable temperature insert and superconducting magnet,24-12-2021,03-12-2021
1534,3721,Low temperature cryostat with variable temperature insert and superconducting magnet,24-12-2021,03-12-2021
1535,3730,Comprehensive annual maintenance of 12 No 200 Amp ATS and 1 No. 400 Amp ATS for One Year in Academic area at IIT Delhi.,27-12-2021,21-12-2021
1536,3713,High-Throughput Multiple Reactors System,23-12-2021,25-11-2021
1537,3720,Vacuum Pump for Electron Beam Lithography System,23-12-2021,02-12-2021
1538,3722,A/R and M/O buildings in Residential Area (East Campus) during the year 2021-2022,23-12-2021,10-12-2021
1539,62,Integration of Parabolic dish collectors with instrumentation,23-12-2021,15-12-2021
1540,61,Customized control panel for parabolic dish collectors,23-12-2021,15-12-2021
1541,3711,Wireless EMG biopotentials recording system,22-12-2021,24-11-2021
1542,3719,PCB milling machine,22-12-2021,01-12-2021
1543,3709,Modulated Differential Scanning Calorimeter,21-12-2021,23-11-2021
1544,3718,Purchase of Vickers Micro-Hardness Tester with Variable Testing Force,21-12-2021,30-11-2021
1545,3717,Climate Chamber,20-12-2021,29-11-2021
1546,3714,Hollowed load cell,16-12-2021,25-11-2021
1547,3716,Round the Clock Operation and Maintenance of All Electrical and Mechanical Services inside the IIT Delhi Campus,15-12-2021,25-11-2021
1548,3723,Manning and Rescue Operation for 44 Passenger Lifts and Operation of Pump in West Campus of IIT Delhi,16-12-2021,10-12-2021
